0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.367879,0.367822,0.367649,0.367362,0.366959,0.36644,0.365804,0.365052,0.364182,0.363194,0.362086,0.360858,0.359508,0.358036,0.356439,0.354716,0.352866,0.350887,0.348776,0.346533,0.344154,0.341637,0.338981,0.336182,0.333237,0.330144,0.326901,0.323502,0.319947,0.31623,0.312348,0.308298,0.304076,0.299678,0.2951,0.290336,0.285384,0.280239,0.274896,0.26935,0.263597,0.257633,0.251453,0.245052,0.238427,0.231574,0.224488,0.217168,0.209611,0.201816,0.193781,0.185509,0.177001,0.168262,0.1593,0.150124,0.140748,0.131191,0.121476,0.111634,0.101701,0.0917258,0.0817645,0.0718869,0.0621765,0.0527322,0.0436691,0.0351183,0.0272254,0.0201446,0.0140285,0.00901068,0.00517892,0.00253966,0.000981521,0.00025916,3.51316e-05,1.25533e-06,1.60016e-09,3.30342e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.367592,0.367764,0.367822,0.367764,0.367592,0.367304,0.366901,0.366381,0.365746,0.364993,0.364123,0.363134,0.362026,0.360797,0.359447,0.357974,0.356376,0.354652,0.352801,0.350821,0.34871,0.346465,0.344085,0.341567,0.338909,0.336109,0.333163,0.330069,0.326823,0.323424,0.319866,0.316147,0.312264,0.308212,0.303988,0.299588,0.295007,0.290242,0.285288,0.28014,0.274794,0.269246,0.263491,0.257525,0.251343,0.24494,0.238313,0.231458,0.224371,0.21705,0.209492,0.201696,0.193662,0.185391,0.176885,0.16815,0.159193,0.150024,0.140658,0.131112,0.121413,0.111589,0.10168,0.0917337,0.0818072,0.0719715,0.0623106,0.0529238,0.0439262,0.0354478,0.0276314,0.0206258,0.0145748,0.00959862,0.00576781,0.00307185,0.00139365,0.000510156,0.000139623,2.54515e-05,2.51016e-06,7.88583e-08,1.0001e-10,2.06464e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.366843,0.367246,0.367534,0.367707,0.367764,0.367707,0.367534,0.367246,0.366843,0.366323,0.365687,0.364934,0.364064,0.363074,0.361966,0.360736,0.359385,0.357911,0.356313,0.354589,0.352737,0.350756,0.348643,0.346397,0.344016,0.341497,0.338838,0.336036,0.333089,0.329993,0.326746,0.323345,0.319786,0.316065,0.31218,0.308126,0.3039,0.299498,0.294915,0.290147,0.285191,0.280041,0.274693,0.269143,0.263386,0.257417,0.251232,0.244828,0.238199,0.231342,0.224254,0.216932,0.209373,0.201577,0.193544,0.185274,0.176771,0.168039,0.159087,0.149926,0.140569,0.131036,0.121351,0.111547,0.101662,0.0917446,0.0818534,0.0720598,0.0624486,0.0531193,0.0441866,0.0357792,0.0280365,0.0211016,0.0151091,0.0101662,0.00632857,0.00357411,0.00178734,0.000768209,0.000273521,7.69674e-05,1.60504e-05,2.24786e-06,1.76637e-07,4.95365e-09,6.25061e-12,1.2904e-20,0,0,0,0,0,0,0,0,0,0,0,0
0.365629,0.366265,0.366785,0.367188,0.367477,0.367649,0.367707,0.367649,0.367477,0.367188,0.366785,0.366265,0.365629,0.364876,0.364004,0.363015,0.361905,0.360676,0.359324,0.357849,0.35625,0.354525,0.352672,0.35069,0.348576,0.34633,0.343947,0.341427,0.338767,0.335963,0.333015,0.329918,0.326669,0.323266,0.319705,0.315983,0.312096,0.30804,0.303812,0.299408,0.294823,0.290053,0.285094,0.279942,0.274592,0.269039,0.26328,0.257309,0.251122,0.244716,0.238085,0.231226,0.224137,0.216814,0.209255,0.201459,0.193426,0.185157,0.176657,0.167929,0.158983,0.149828,0.140481,0.13096,0.121292,0.111507,0.101647,0.0917586,0.0819031,0.072152,0.0625905,0.0533185,0.0444499,0.0361117,0.0284398,0.0215711,0.0156307,0.010714,0.00686432,0.00405267,0.00216846,0.00103148,0.000426576,0.000149409,4.29288e-05,9.71047e-06,1.63259e-06,1.8651e-07,1.22806e-08,3.11166e-10,3.90663e-13,8.065e-22,0,0,0,0,0,0,0,0
0.363945,0.364817,0.36557,0.366207,0.366727,0.367131,0.367419,0.367592,0.367649,0.367592,0.367419,0.367131,0.366727,0.366207,0.36557,0.364817,0.363945,0.362955,0.361845,0.360615,0.359262,0.357787,0.356187,0.354461,0.352607,0.350624,0.34851,0.346262,0.343878,0.341357,0.338695,0.335891,0.33294,0.329842,0.326592,0.323187,0.319624,0.3159,0.312011,0.307954,0.303724,0.299317,0.29473,0.289958,0.284997,0.279843,0.274491,0.268936,0.263174,0.257201,0.251012,0.244604,0.237971,0.231111,0.22402,0.216696,0.209136,0.20134,0.193308,0.185041,0.176544,0.16782,0.158879,0.149732,0.140395,0.130887,0.121234,0.11147,0.101634,0.0917756,0.0819561,0.0722477,0.0627361,0.053521,0.0447157,0.0364449,0.0288407,0.0220334,0.0161393,0.011243,0.00737823,0.00451204,0.00253989,0.0012982,0.000593401,0.000238479,8.26413e-05,2.41315e-05,5.77028e-06,1.08808e-06,1.53347e-07,1.48438e-08,8.45473e-10,1.95455e-11,2.44164e-14,5.04062e-23,0,0,0,0
0.361785,0.362895,0.363886,0.364758,0.365512,0.366148,0.366669,0.367073,0.367361,0.367534,0.367592,0.367534,0.367361,0.367073,0.366669,0.366148,0.365512,0.364758,0.363886,0.362895,0.361785,0.360554,0.359201,0.357725,0.356124,0.354397,0.352543,0.350559,0.348443,0.346194,0.343809,0.341287,0.338624,0.335818,0.332866,0.329766,0.326514,0.323108,0.319544,0.315818,0.311927,0.307868,0.303636,0.299227,0.294638,0.289864,0.284901,0.279744,0.27439,0.268832,0.263069,0.257093,0.250902,0.244492,0.237857,0.230996,0.223903,0.216578,0.209018,0.201222,0.193191,0.184926,0.176431,0.167711,0.158776,0.149637,0.14031,0.130815,0.121179,0.111435,0.101623,0.0917956,0.0820125,0.072347,0.0628852,0.0537266,0.0449834,0.0367781,0.0292383,0.022488,0.016635,0.0117546,0.00787304,0.00495537,0.00290325,0.00156705,0.000770603,0.000341086,0.000134091,4.61252e-05,1.36434e-05,3.39809e-06,6.93932e-07,1.12121e-07,1.36171e-08,1.14644e-09,5.77376e-11,1.2277e-12,1.52603e-15,3.15039e-24
0.359139,0.360493,0.361724,0.362835,0.363826,0.364699,0.365453,0.36609,0.366611,0.367015,0.367303,0.367476,0.367534,0.367476,0.367303,0.367015,0.366611,0.36609,0.365453,0.364699,0.363826,0.362835,0.361724,0.360493,0.359139,0.357662,0.356061,0.354333,0.352478,0.350493,0.348376,0.346126,0.34374,0.341217,0.338552,0.335745,0.332792,0.32969,0.326437,0.323029,0.319463,0.315735,0.311843,0.307781,0.303547,0.299137,0.294545,0.289769,0.284804,0.279645,0.274288,0.268729,0.262963,0.256985,0.250793,0.24438,0.237744,0.23088,0.223787,0.216461,0.2089,0.201105,0.193074,0.184811,0.176319,0.167604,0.158675,0.149543,0.140226,0.130745,0.121125,0.111402,0.101616,0.0918187,0.0820721,0.0724497,0.0630376,0.053935,0.0452527,0.0371106,0.029632,0.0229346,0.0171182,0.0122502,0.00835102,0.00538494,0.00325955,0.00183714,0.000955845,0.000454904,0.000196102,7.57609e-05,2.59212e-05,7.74845e-06,1.99134e-06,4.31385e-07,7.67977e-08,1.08563e-08,1.15964e-09,8.65476e-11
0.355998,0.3576,0.359078,0.360432,0.361664,0.362775,0.363767,0.36464,0.365394,0.366032,0.366553,0.366957,0.367246,0.367419,0.367476,0.367419,0.367246,0.366957,0.366553,0.366032,0.365394,0.36464,0.363767,0.362775,0.361664,0.360432,0.359078,0.3576,0.355998,0.354269,0.352413,0.350427,0.34831,0.346058,0.343671,0.341146,0.338481,0.335672,0.332718,0.329614,0.32636,0.32295,0.319382,0.315653,0.311758,0.307695,0.303459,0.299046,0.294453,0.289675,0.284707,0.279546,0.274187,0.268626,0.262857,0.256878,0.250683,0.244268,0.23763,0.230765,0.223671,0.216344,0.208783,0.200987,0.192958,0.184697,0.176208,0.167497,0.158574,0.149451,0.140144,0.130676,0.121074,0.111371,0.101611,0.0918447,0.082135,0.0725557,0.0631931,0.0541457,0.045523,0.037442,0.0300215,0.0233731,0.0175895,0.0127311,0.00881402,0.00580245,0.00360953,0.00210776,0.00114743,0.000578132,0.000267565,0.000112832,4.29786e-05,1.46458e-05,4.41658e-06,1.16376e-06,2.63891e-07,5.05274e-08
0.352348,0.354205,0.355935,0.357538,0.359016,0.360371,0.361604,0.362715,0.363708,0.364581,0.365336,0.365973,0.366494,0.366899,0.367188,0.367361,0.367419,0.367361,0.367188,0.366899,0.366494,0.365973,0.365336,0.364581,0.363708,0.362715,0.361604,0.360371,0.359016,0.357538,0.355935,0.354205,0.352348,0.350361,0.348243,0.34599,0.343602,0.341076,0.338409,0.335599,0.332643,0.329539,0.326282,0.322871,0.319301,0.31557,0.311674,0.307609,0.303371,0.298956,0.294361,0.28958,0.28461,0.279447,0.274086,0.268522,0.262752,0.25677,0.250573,0.244156,0.237517,0.23065,0.223555,0.216227,0.208666,0.20087,0.192842,0.184583,0.176097,0.167391,0.158474,0.149359,0.140064,0.13061,0.121024,0.111343,0.101609,0.0918736,0.0822009,0.0726648,0.0633514,0.0543585,0.045794,0.0377718,0.0304064,0.0238035,0.0180493,0.0131985,0.00926358,0.00620924,0.00395372,0.00237844,0.00134408,0.000709336,0.000347478,0.000156997,6.49853e-05,2.44657e-05,8.31127e-06,2.52505e-06
0.348176,0.350295,0.352283,0.354141,0.355872,0.357475,0.358954,0.36031,0.361543,0.362656,0.363648,0.364522,0.365277,0.365915,0.366436,0.366841,0.36713,0.367303,0.367361,0.367303,0.36713,0.366841,0.366436,0.365915,0.365277,0.364522,0.363648,0.362656,0.361543,0.36031,0.358954,0.357475,0.355872,0.354141,0.352283,0.350295,0.348176,0.345923,0.343533,0.341006,0.338338,0.335526,0.332569,0.329463,0.326205,0.322792,0.319221,0.315488,0.311589,0.307522,0.303282,0.298866,0.294268,0.289485,0.284514,0.279348,0.273985,0.268419,0.262646,0.256662,0.250463,0.244045,0.237404,0.230536,0.223439,0.21611,0.208549,0.200754,0.192727,0.18447,0.175987,0.167286,0.158375,0.149269,0.139985,0.130544,0.120977,0.111317,0.101609,0.0919055,0.08227,0.0727769,0.0635123,0.0545731,0.0460652,0.0380996,0.0307864,0.0242259,0.0184984,0.0136535,0.00970097,0.00660635,0.00429254,0.00264877,0.0015448,0.000847355,0.000434954,0.000207852,9.19719e-05,3.74689e-05
